ID,Name,Genre,Cast,Age
467,Salt,Action|Crime|Mystery,Angelina Jolie| Liev Schreiber| Chiwetel Ejiofor| Daniel Olbrychski,18+
468,Enemy,Mystery|Thriller,Jake Gyllenhaal| Mélanie Laurent| Sarah Gadon|Isabella Rossellini,18+
469,District 9,Action|Sci-Fi|Thriller,Sharlto Copley| David James| Jason Cope| Nathalie Boltt,18+
470,The Other Guys,Action|Comedy|Crime,Will Ferrell| Mark Wahlberg| Derek Jeter| Eva Mendes,18+
471,American Gangster,Biography|Crime|Drama,Denzel Washington| Russell Crowe| Chiwetel Ejiofor|Josh Brolin,18+
472,Marie Antoinette,Biography|Drama|History,Kirsten Dunst| Jason Schwartzman| Rip Torn| Judy Davis,18+
473,2012,Action|Adventure|Sci-Fi,John Cusack| Thandie Newton| Chiwetel Ejiofor|Amanda Peet,18+
474,Harry Potter and the Half-Blood Prince,Adventure|Family|Fantasy,Daniel Radcliffe| Emma Watson| Rupert Grint| Michael Gambon,18+
475,Argo,Biography|Drama|History,Ben Affleck| Bryan Cranston| John Goodman| Alan Arkin,18+
476,Eddie the Eagle,Biography|Comedy|Drama,Taron Egerton| Hugh Jackman| Tom Costello| Jo Hartley,18+
477,The Lives of Others,Drama|Thriller,Ulrich Mühe| Martina Gedeck|Sebastian Koch| Ulrich Tukur,18+
478,Pet,Horror|Thriller,Dominic Monaghan| Ksenia Solo| Jennette McCurdy|Da'Vone McDonald,18+
479,Paint It Black,Drama,Alia Shawkat| Nancy Kwan| Annabelle Attanasio|Alfred Molina,13+
480,Macbeth,Drama|War,Michael Fassbender| Marion Cotillard| Jack Madigan|Frank Madigan,13+
481,Forgetting Sarah Marshall,Comedy|Drama|Romance,Kristen Bell| Jason Segel| Paul Rudd| Mila Kunis,13+
482,The Giver,Drama|Romance|Sci-Fi,Brenton Thwaites| Jeff Bridges| Meryl Streep| Taylor Swift,13+
483,Triple 9,Action|Crime|Drama,Casey Affleck| Chiwetel Ejiofor| Anthony Mackie|Aaron Paul,13+
484,Perfetti sconosciuti,Comedy|Drama,Giuseppe Battiston| Anna Foglietta| Marco Giallini|Edoardo Leo,13+
485,Angry Birds,Animation|Action|Adventure,Jason Sudeikis| Josh Gad| Danny McBride| Maya Rudolph,13+
486,Moonrise Kingdom,Adventure|Comedy|Drama,Jared Gilman| Kara Hayward| Bruce Willis| Bill Murray,13+
487,Hairspray,Comedy|Drama|Family,John Travolta| Queen Latifah| Nikki Blonsky|Michelle Pfeiffer,13+
488,Safe Haven,Drama|Romance|Thriller,Julianne Hough| Josh Duhamel| Cobie Smulders|David Lyons,13+
489,Focus,Comedy|Crime|Drama,Will Smith| Margot Robbie| Rodrigo Santoro| Adrian Martinez,13+
490,Ratatouille,Animation|Comedy|Family,Brad Garrett| Lou Romano| Patton Oswalt|Ian Holm,13+
491,Stake Land,Drama|Horror|Sci-Fi,Connor Paolo| Nick Damici| Kelly McGillis| Gregory Jones,13+
492,The Book of Eli,Action|Adventure|Drama,Denzel Washington| Mila Kunis| Ray Stevenson| Gary Oldman,13+
493,Cloverfield,Action|Horror|Sci-Fi,Mike Vogel| Jessica Lucas| Lizzy Caplan| T.J. Miller,13+
494,Point Break,Action|Crime|Sport,Edgar Ramírez| Luke Bracey| Ray Winstone| Teresa Palmer,13+
495,Under the Skin,Drama|Horror|Sci-Fi,Scarlett Johansson| Jeremy McWilliams| Lynsey Taylor Mackay| Dougie McConnell,13+
496,I Am Legend,Drama|Horror|Sci-Fi,Will Smith| Alice Braga| Charlie Tahan| Salli Richardson-Whitfield,13+
497,Men in Black 3,Action|Adventure|Comedy,Will Smith| Tommy Lee Jones| Josh Brolin|Jemaine Clement,13+
498,Super 8,Mystery|Sci-Fi|Thriller,Elle Fanning| AJ Michalka| Kyle Chandler| Joel Courtney,13+
499,Law Abiding Citizen,Crime|Drama|Thriller,Gerard Butler| Jamie Foxx| Leslie Bibb| Colm Meaney,13+
500,Up,Animation|Adventure|Comedy,Edward Asner| Jordan Nagai| John Ratzenberger| Christopher Plummer,13+
501,Maze Runner: The Scorch Trials,Action|Sci-Fi|Thriller,Dylan O'Brien| Kaya Scodelario| Thomas Brodie-Sangster|Giancarlo Esposito,13+
502,Carol,Drama|Romance,Cate Blanchett| Rooney Mara| Sarah Paulson| Kyle Chandler,13+
503,Imperium,Crime|Drama|Thriller,Daniel Radcliffe| Toni Collette| Tracy Letts| Sam Trammell,13+
504,Youth,Comedy|Drama|Music,Michael Caine| Harvey Keitel| Rachel Weisz| Jane Fonda,13+
505,Mr. Nobody,Drama|Fantasy|Romance,Jared Leto| Sarah Polley| Diane Kruger| Linh Dan Pham,13+
506,City of Tiny Lights,Crime|Drama|Thriller,Riz Ahmed| Billie Piper| James Floyd| Cush Jumbo,13+
507,Savages,Crime|Drama|Thriller,Aaron Taylor-Johnson| Taylor Kitsch| Blake Lively|Benicio Del Toro,13+
508,(500) Days of Summer,Comedy|Drama|Romance,Zooey Deschanel| Joseph Gordon-Levitt| Geoffrey Arend| Chloë Grace Moretz,13+
509,Movie 43,Comedy|Romance,Emma Stone| Stephen Merchant| Richard Gere| Liev Schreiber,13+
510,Gravity,Drama|Sci-Fi|Thriller,Sandra Bullock| George Clooney| Ed Harris| Orto Ignatiussen,13+
511,The Boy in the Striped Pyjamas,Drama|War,Asa Butterfield| David Thewlis| Rupert Friend| Zac Mattoon O'Brien,13+
512,Shooter,Action|Crime|Drama,Mark Wahlberg| Michael Peña| Rhona Mitra| Danny Glover,13+
513,The Happening,Sci-Fi|Thriller,Mark Wahlberg| Zooey Deschanel| John Leguizamo| Ashlyn Sanchez,13+
514,Bone Tomahawk,Adventure|Drama|Horror,Kurt Russell| Patrick Wilson| Matthew Fox| Richard Jenkins,13+
515,Magic Mike XXL,Comedy|Drama|Music,Channing Tatum| Joe Manganiello| Matt Bomer|Adam Rodriguez,13+
516,Easy A,Comedy|Drama|Romance,Emma Stone| Amanda Bynes| Penn Badgley| Dan Byrd,13+
517,Exodus: Gods and Kings,Action|Adventure|Drama,Christian Bale| Joel Edgerton| Ben Kingsley| Sigourney Weaver,13+
518,Chappie,Action|Crime|Drama,Sharlto Copley| Dev Patel| Hugh Jackman|Sigourney Weaver,13+
519,The Hobbit: The Desolation of Smaug,Adventure|Fantasy,Ian McKellen| Martin Freeman| Richard Armitage|Ken Stott,13+
520,Half of a Yellow Sun,Drama|Romance,Chiwetel Ejiofor| Thandie Newton| Anika Noni Rose|Joseph Mawle,13+
521,Anthropoid,Biography|History|Thriller,Jamie Dornan| Cillian Murphy| Brian Caspe| Karel Hermánek Jr.,13+
522,The Counselor,Crime|Drama|Thriller,Michael Fassbender| Penélope Cruz| Cameron Diaz|Javier Bardem,13+
523,Viking,Action|Drama|History,Anton Adasinsky| Aleksandr Armer| Vilen Babichev| Rostislav Bershauer,13+
524,Whiskey Tango Foxtrot,Biography|Comedy|Drama,Tina Fey| Margot Robbie| Martin Freeman| Alfred Molina,13+
525,Trust,Crime|Drama|Thriller,Clive Owen| Catherine Keener| Liana Liberato|Jason Clarke,13+
526,Birth of the Dragon,Action|Biography|Drama,Billy Magnussen| Terry Chen| Teresa Navarro|Vanessa Ross,13+
527,Elysium,Action|Drama|Sci-Fi,Matt Damon| Jodie Foster| Sharlto Copley| Alice Braga,13+
528,The Green Inferno,Adventure|Horror,Lorenza Izzo| Ariel Levy| Aaron Burns| Kirby Bliss Blanton,13+
529,Godzilla,Action|Adventure|Sci-Fi,Aaron Taylor-Johnson| Elizabeth Olsen| Bryan Cranston| Ken Watanabe,13+
530,The Bourne Legacy,Action|Adventure|Mystery,Jeremy Renner| Rachel Weisz| Edward Norton| Scott Glenn,13+
531,A Good Year,Comedy|Drama|Romance,Russell Crowe| Abbie Cornish| Albert Finney| Marion Cotillard,13+
532,Friend Request,Horror|Thriller,Alycia Debnam-Carey| William Moseley| Connor Paolo| Brit Morgan,13+
533,Deja Vu,Action|Sci-Fi|Thriller,Denzel Washington| Paula Patton| Jim Caviezel| Val Kilmer,13+
534,Lucy,Action|Sci-Fi|Thriller,Scarlett Johansson| Morgan Freeman| Min-sik Choi|Amr Waked,13+
535,A Quiet Passion,Biography|Drama,Cynthia Nixon| Jennifer Ehle| Duncan Duff| Keith Carradine,13+
536,Need for Speed,Action|Crime|Drama,Aaron Paul| Dominic Cooper| Imogen Poots| Scott Mescudi,13+
537,Jack Reacher,Action|Crime|Mystery,Tom Cruise| Rosamund Pike| Richard Jenkins| Werner Herzog,13+
538,The Do-Over,Action|Adventure|Comedy,Adam Sandler| David Spade| Paula Patton| Kathryn Hahn,13+
539,True Crimes,Crime|Drama|Thriller,Jim Carrey| Charlotte Gainsbourg| Marton Csokas| Kati Outinen,13+
540,American Pastoral,Crime|Drama,Ewan McGregor| Jennifer Connelly| Dakota Fanning| Peter Riegert,13+
541,The Ghost Writer,Mystery|Thriller,Ewan McGregor| Pierce Brosnan| Olivia Williams|Jon Bernthal,13+
542,Limitless,Mystery|Sci-Fi|Thriller,Bradley Cooper| Anna Friel| Abbie Cornish| Robert De Niro,13+
543,Spectral,Action|Mystery|Sci-Fi,James Badge Dale| Emily Mortimer| Bruce Greenwood|Max Martini,13+
544,P.S. I Love You,Drama|Romance,Hilary Swank| Gerard Butler| Harry Connick Jr.| Lisa Kudrow,13+
545,Zipper,Drama|Thriller,Patrick Wilson| Lena Headey| Ray Winstone|Richard Dreyfuss,13+
546,Midnight Special,Drama|Mystery|Sci-Fi,Michael Shannon| Joel Edgerton| Kirsten Dunst| Adam Driver,13+
547,Don't Think Twice,Comedy|Drama,Keegan-Michael Key| Gillian Jacobs| Mike Birbiglia|Chris Gethard,13+
548,Alice in Wonderland,Adventure|Family|Fantasy,Mia Wasikowska| Johnny Depp| Helena Bonham Carter|Anne Hathaway,13+
549,Chuck,Biography|Drama|Sport,Elisabeth Moss| Naomi Watts| Ron Perlman| Liev Schreiber,13+
550,"I, Daniel Blake",Drama,Dave Johns| Hayley Squires| Sharon Percy| Briana Shann,13+
551,The Break-Up,Comedy|Drama|Romance,Jennifer Aniston| Vince Vaughn| Jon Favreau| Joey Lauren Adams,13+
552,Loving,Biography|Drama|Romance,Ruth Negga| Joel Edgerton| Will Dalton| Dean Mumford,13+
553,Fantastic Four,Action|Adventure|Sci-Fi,Miles Teller| Kate Mara| Michael B. Jordan| Jamie Bell,13+
554,The Survivalist,Drama|Sci-Fi|Thriller,Mia Goth| Martin McCann| Barry Ward| Andrew Simpson,13+
555,Colonia,Drama|Romance|Thriller,Emma Watson| Daniel Brühl| Michael Nyqvist|Richenda Carey,13+
556,The Boy Next Door,Mystery|Thriller,Jennifer Lopez| Ryan Guzman| Kristin Chenoweth| John Corbett,13+
557,The Gift,Mystery|Thriller,Jason Bateman| Rebecca Hall| Joel Edgerton| Allison Tolman,13+
558,Dracula Untold,Action|Drama|Fantasy,Luke Evans| Dominic Cooper| Sarah Gadon| Art Parkinson,13+
559,In the Heart of the Sea,Action|Adventure|Biography,Chris Hemsworth| Cillian Murphy| Brendan Gleeson|Ben Whishaw,13+
560,Idiocracy,Adventure|Comedy|Sci-Fi,Luke Wilson| Maya Rudolph| Dax Shepard| Terry Crews,13+
561,The Expendables,Action|Adventure|Thriller,Sylvester Stallone| Jason Statham| Jet Li| Dolph Lundgren,13+
562,Evil Dead,Fantasy|Horror,Jane Levy| Shiloh Fernandez| Jessica Lucas| Lou Taylor Pucci,13+
563,Sinister,Horror|Mystery,Ethan Hawke| Juliet Rylance| James Ransone|Fred Dalton Thompson,13+
564,Wreck-It Ralph,Animation|Adventure|Comedy,John C. Reilly| Jack McBrayer| Jane Lynch| Sarah Silverman,13+
565,Snow White and the Huntsman,Action|Adventure|Drama,Kristen Stewart| Chris Hemsworth| Charlize Theron| Sam Claflin,13+
566,Pan,Adventure|Family|Fantasy,Levi Miller| Hugh Jackman| Garrett Hedlund| Rooney Mara,13+
567,Transformers: Dark of the Moon,Action|Adventure|Sci-Fi,Shia LaBeouf| Rosie Huntington-Whiteley| Tyrese Gibson| Josh Duhamel,13+
568,Juno,Comedy|Drama,Ellen Page| Michael Cera| Jennifer Garner| Jason Bateman,13+
569,A Hologram for the King,Comedy|Drama,Tom Hanks| Sarita Choudhury| Ben Whishaw|Alexander Black,13+
570,Money Monster,Crime|Drama|Thriller,George Clooney| Julia Roberts| Jack O'Connell|Dominic West,13+
571,The Other Woman,Comedy|Romance,Cameron Diaz| Leslie Mann| Kate Upton| Nikolaj Coster-Waldau,13+
572,Enchanted,Animation|Comedy|Family,Amy Adams| Susan Sarandon| James Marsden| Patrick Dempsey,13+
573,The Intern,Comedy|Drama,Robert De Niro| Anne Hathaway| Rene Russo|Anders Holm,13+
574,Little Miss Sunshine,Comedy|Drama,Steve Carell| Toni Collette| Greg Kinnear| Abigail Breslin,13+
575,Bleed for This,Biography|Drama|Sport,Miles Teller| Aaron Eckhart| Katey Sagal| Ciarán Hinds,13+
576,Clash of the Titans,Action|Adventure|Fantasy,Sam Worthington| Liam Neeson| Ralph Fiennes|Jason Flemyng,13+
577,The Finest Hours,Action|Drama|History,Chris Pine| Casey Affleck| Ben Foster| Eric Bana,13+
578,Tron,Action|Adventure|Sci-Fi,Jeff Bridges| Garrett Hedlund| Olivia Wilde| Bruce Boxleitner,13+
579,The Hunger Games: Catching Fire,Action|Adventure|Mystery,Jennifer Lawrence| Josh Hutcherson| Liam Hemsworth| Philip Seymour Hoffman,13+
580,All Good Things,Crime|Drama|Mystery,Ryan Gosling| Kirsten Dunst| Frank Langella| Lily Rabe,13+
581,Kickboxer: Vengeance,Action,Dave Bautista| Alain Moussi| Gina Carano| Jean-Claude Van Damme,13+
582,The Last Airbender,Action|Adventure|Family,Noah Ringer| Nicola Peltz| Jackson Rathbone|Dev Patel,13+
583,Sex Tape,Comedy|Romance,Jason Segel| Cameron Diaz| Rob Corddry| Ellie Kemper,13+
584,What to Expect When You're Expecting,Comedy|Drama|Romance,Cameron Diaz| Matthew Morrison| J. Todd Smith| Dennis Quaid,13+
585,Moneyball,Biography|Drama|Sport,Brad Pitt| Robin Wright| Jonah Hill| Philip Seymour Hoffman,13+
586,Ghost Rider,Action|Fantasy|Thriller,Nicolas Cage| Eva Mendes| Sam Elliott| Matt Long,13+
587,Unbroken,Biography|Drama|Sport,Jack O'Connell| Miyavi| Domhnall Gleeson| Garrett Hedlund,13+
588,Immortals,Action|Drama|Fantasy,Henry Cavill| Mickey Rourke| John Hurt| Stephen Dorff,13+
589,Sunshine,Adventure|Sci-Fi|Thriller,Cillian Murphy| Rose Byrne| Chris Evans| Michelle Yeoh,13+
590,Brave,Animation|Adventure|Comedy,Kelly Macdonald|Billy Connolly| Emma Thompson| Julie Walters,13+
591,Män som hatar kvinnor,Drama|Mystery|Thriller,Michael Nyqvist| Noomi Rapace| Ewa Fröling|Lena Endre,13+
592,Adoration,Drama|Romance,Naomi Watts| Robin Wright| Xavier Samuel| James Frecheville,16+
593,The Drop,Crime|Drama|Mystery,Tom Hardy| Noomi Rapace| James Gandolfini|Matthias Schoenaerts,16+
594,She's the Man,Comedy|Romance|Sport,Amanda Bynes| Laura Ramsey| Channing Tatum|Vinnie Jones,16+
595,Daddy's Home,Comedy|Family,Will Ferrell| Mark Wahlberg| Linda Cardellini| Thomas Haden Church,16+
596,Let Me In,Drama|Horror|Mystery,Kodi Smit-McPhee| Chloë Grace Moretz| Richard Jenkins| Cara Buono,16+
597,Never Back Down,Action|Drama|Sport,Sean Faris| Djimon Hounsou| Amber Heard| Cam Gigandet,16+
598,Grimsby,Action|Adventure|Comedy,Sacha Baron Cohen| Mark Strong| Rebel Wilson|Freddie Crowder,16+
599,Moon,Drama|Mystery|Sci-Fi,Sam Rockwell| Kevin Spacey| Dominique McElligott|Rosie Shaw,16+
600,Megamind,Animation|Action|Comedy,Will Ferrell| Jonah Hill| Brad Pitt| Tina Fey,16+
601,Gangster Squad,Action|Crime|Drama,Sean Penn| Ryan Gosling| Emma Stone| Giovanni Ribisi,16+
602,Blood Father,Action|Crime|Drama,Mel Gibson| Erin Moriarty| Diego Luna| Michael Parks,16+
603,He's Just Not That Into You,Comedy|Drama|Romance,Jennifer Aniston| Jennifer Connelly| Morgan Lily|Trenton Rogers,16+
604,Kung Fu Panda 3,Animation|Action|Adventure,Jack Black| Bryan Cranston| Dustin Hoffman| Angelina Jolie,16+
605,The Rise of the Krays,Crime|Drama,Matt Vael| Simon Cotton| Kevin Leslie| Olivia Moyles,16+
606,Handsome Devil,Drama,Fionn O'Shea| Nicholas Galitzine| Andrew Scott| Moe Dunford,16+
607,Winter's Bone,Drama,Jennifer Lawrence| John Hawkes| Garret Dillahunt|Isaiah Stone,16+
608,Horrible Bosses,Comedy|Crime,Jason Bateman| Charlie Day| Jason Sudeikis| Steve Wiebe,16+
609,Mommy,Drama,Anne Dorval| Antoine-Olivier Pilon| Suzanne Clément|Patrick Huard,16+
610,Hellboy II: The Golden Army,Action|Adventure|Fantasy,Ron Perlman| Selma Blair| Doug Jones| John Alexander,16+
611,Beautiful Creatures,Drama|Fantasy|Romance,Alice Englert| Viola Davis| Emma Thompson|Alden Ehrenreich,16+
612,Toni Erdmann,Comedy|Drama,Sandra Hüller| Peter Simonischek| Michael Wittenborn|Thomas Loibl,16+
613,The Lovely Bones,Drama|Fantasy|Thriller,Rachel Weisz| Mark Wahlberg| Saoirse Ronan| Susan Sarandon,16+
614,The Assassination of Jesse James by the Coward Robert Ford,Biography|Crime|Drama,Brad Pitt| Casey Affleck| Sam Shepard| Mary-Louise Parker,16+
615,Don Jon,Comedy|Drama|Romance,Joseph Gordon-Levitt| Scarlett Johansson|Julianne Moore| Tony Danza,16+
616,Bastille Day,Action|Crime|Drama,Idris Elba| Richard Madden| Charlotte Le Bon| Kelly Reilly,16+
617,2307: Winter's Dream,Sci-Fi,Paul Sidhu| Branden Coles| Arielle Holmes| Kelcey Watson,16+
618,Free State of Jones,Action|Biography|Drama,Matthew McConaughey| Gugu Mbatha-Raw| Mahershala Ali| Keri Russell,16+
619,Mr. Right,Action|Comedy|Romance,Anna Kendrick| Sam Rockwell| Tim Roth| James Ransone,16+
620,The Secret Life of Walter Mitty,Adventure|Comedy|Drama,Ben Stiller| Kristen Wiig| Jon Daly| Kathryn Hahn,16+
621,Dope,Comedy|Crime|Drama,Shameik Moore| Tony Revolori| Kiersey Clemons|Kimberly Elise,16+
622,Underworld Awakening,Action|Fantasy|Horror,Kate Beckinsale| Michael Ealy| India Eisley| Stephen Rea,16+
623,Antichrist,Drama|Horror,Willem Dafoe| Charlotte Gainsbourg| Storm Acheche Sahlstrøm,16+
624,Friday the 13th,Horror,Jared Padalecki| Amanda Righetti| Derek Mears|Danielle Panabaker,16+
625,Taken 3,Action|Thriller,Liam Neeson| Forest Whitaker| Maggie Grace|Famke Janssen,16+
626,Total Recall,Action|Adventure|Mystery,Colin Farrell| Bokeem Woodbine| Bryan Cranston|Kate Beckinsale,16+
627,X-Men: The Last Stand,Action|Adventure|Fantasy,Patrick Stewart| Hugh Jackman| Halle Berry| Famke Janssen,16+
628,The Escort,Comedy|Drama|Romance,Lyndsy Fonseca| Michael Doneger| Tommy Dewey|Bruce Campbell,16+
629,The Whole Truth,Crime|Drama|Mystery,Keanu Reeves| Renée Zellweger| Gugu Mbatha-Raw| Gabriel Basso,16+
630,Night at the Museum: Secret of the Tomb,Adventure|Comedy|Family,Ben Stiller| Robin Williams| Owen Wilson| Dick Van Dyke,16+
631,Love & Other Drugs,Comedy|Drama|Romance,Jake Gyllenhaal| Anne Hathaway| Judy Greer| Oliver Platt,16+
632,The Interview,Comedy,James Franco| Seth Rogen| Randall Park| Lizzy Caplan,16+
633,The Host,Comedy|Drama|Horror,Kang-ho Song| Hee-Bong Byun| Hae-il Park| Doona Bae,16+
634,Megan Is Missing,Drama|Horror|Thriller,Amber Perkins| Rachel Quinn| Dean Waite| Jael Elizabeth Steinmeyer,16+
635,WALL-E,Animation|Adventure|Family,Ben Burtt| Elissa Knight| Jeff Garlin| Fred Willard,16+
636,Knocked Up,Comedy|Romance,Seth Rogen| Katherine Heigl| Paul Rudd| Leslie Mann,16+
637,Source Code,Mystery|Romance|Sci-Fi,Jake Gyllenhaal| Michelle Monaghan| Vera Farmiga|Jeffrey Wright,16+
638,Lawless,Crime|Drama,Tom Hardy| Shia LaBeouf| Guy Pearce| Jason Clarke,16+
639,Unfriended,Drama|Horror|Mystery,Heather Sossaman| Matthew Bohrer| Courtney Halverson| Shelley Hennig,16+
640,American Reunion,Comedy,Jason Biggs| Alyson Hannigan|Seann William Scott| Chris Klein,16+
641,The Pursuit of Happyness,Biography|Drama,Will Smith| Thandie Newton| Jaden Smith| Brian Howe,16+
642,Relatos salvajes,Comedy|Drama|Thriller,Darío Grandinetti| María Marull| Mónica Villa| Rita Cortese,16+
643,The Ridiculous 6,Comedy|Western,Adam Sandler| Terry Crews| Jorge Garcia| Taylor Lautner,16+
644,Frantz,Drama|History|War,Pierre Niney| Paula Beer| Ernst Stötzner| Marie Gruber,16+
645,Viral,Drama|Horror|Sci-Fi,Sofia Black-D'Elia| Analeigh Tipton|Travis Tope| Michael Kelly,16+
646,Gran Torino,Drama,Clint Eastwood| Bee Vang| Christopher Carley|Ahney Her,16+
647,Burnt,Comedy|Drama,Bradley Cooper| Sienna Miller| Daniel Brühl| Riccardo Scamarcio,16+
648,Tall Men,Fantasy|Horror|Thriller,Dan Crisafulli| Kay Whitney| Richard Garcia| Pat Cashman,16+
649,Sleeping Beauty,Drama|Romance,Emily Browning| Rachael Blake| Ewen Leslie| Bridgette Barrett,16+
650,Vampire Academy,Action|Comedy|Fantasy,Zoey Deutch| Lucy Fry| Danila Kozlovsky| Gabriel Byrne,16+
651,Sweeney Todd: The Demon Barber of Fleet Street,Drama|Horror|Musical,Johnny Depp| Helena Bonham Carter| Alan Rickman|Timothy Spall,16+
652,Solace,Crime|Drama|Mystery,Anthony Hopkins| Jeffrey Dean Morgan| Abbie Cornish| Colin Farrell,16+
653,Insidious,Horror|Mystery|Thriller,Patrick Wilson| Rose Byrne| Ty Simpkins| Lin Shaye,16+
654,Popstar: Never Stop Never Stopping,Comedy|Music,Andy Samberg| Jorma Taccone|Akiva Schaffer| Sarah Silverman,16+
655,The Levelling,Drama,Ellie Kendrick| David Troughton| Jack Holden|Joe Blakemore,16+
656,Public Enemies,Biography|Crime|Drama,Christian Bale| Johnny Depp| Christian Stolte| Jason Clarke,16+
657,Boyhood,Drama,Ellar Coltrane| Patricia Arquette| Ethan Hawke|Elijah Smith,16+
658,Teenage Mutant Ninja Turtles,Action|Adventure|Comedy,Megan Fox| Will Arnett| William Fichtner| Noel Fisher,16+
659,Eastern Promises,Crime|Drama|Mystery,Naomi Watts| Viggo Mortensen| Armin Mueller-Stahl| Josef Altin,16+
660,The Daughter,Drama,Geoffrey Rush| Nicholas Hope| Sam Neill| Ewen Leslie,16+
661,Pineapple Express,Action|Comedy|Crime,Seth Rogen| James Franco| Gary Cole| Danny McBride,16+
662,The First Time,Comedy|Drama|Romance,Dylan O'Brien| Britt Robertson| Victoria Justice| James Frecheville,16+
663,Gone Baby Gone,Crime|Drama|Mystery,Morgan Freeman| Ed Harris| Casey Affleck| Michelle Monaghan,16+
664,The Heat,Action|Comedy|Crime,Sandra Bullock| Michael McDonald| Melissa McCarthy|Demián Bichir,16+
665,L'avenir,Drama,Isabelle Huppert| André Marcon| Roman Kolinka|Edith Scob,16+
666,Anna Karenina,Drama|Romance,Keira Knightley| Jude Law| Aaron Taylor-Johnson|Matthew Macfadyen,16+
667,Regression,Crime|Drama|Mystery,Ethan Hawke| David Thewlis| Emma Watson|Dale Dickey,16+
668,Ted 2,Adventure|Comedy|Romance,Mark Wahlberg| Seth MacFarlane| Amanda Seyfried| Jessica Barth,16+
669,Pain & Gain,Comedy|Crime|Drama,Mark Wahlberg| Dwayne Johnson| Anthony Mackie|Tony Shalhoub,16+
670,Blood Diamond,Adventure|Drama|Thriller,Leonardo DiCaprio| Djimon Hounsou| Jennifer Connelly| Kagiso Kuypers,16+
671,Devil's Knot,Biography|Crime|Drama,Colin Firth| Reese Witherspoon| Alessandro Nivola|James Hamrick,16+
672,Child 44,Crime|Drama|Thriller,Tom Hardy| Gary Oldman| Noomi Rapace| Joel Kinnaman,16+
673,The Hurt Locker,Drama|History|Thriller,Jeremy Renner| Anthony Mackie| Brian Geraghty|Guy Pearce,16+
674,Green Lantern,Action|Adventure|Sci-Fi,Ryan Reynolds| Blake Lively| Peter Sarsgaard|Mark Strong,16+
675,War on Everyone,Action|Comedy,Alexander Skarsgård| Michael Peña| Theo James| Tessa Thompson,16+
676,The Mist,Horror,Thomas Jane| Marcia Gay Harden| Laurie Holden|Andre Braugher,16+
677,Escape Plan,Action|Crime|Mystery,Sylvester Stallone| Arnold Schwarzenegger| 50 Cent| Vincent D'Onofrio,16+
678,"Love, Rosie",Comedy|Romance,Lily Collins| Sam Claflin| Christian Cooke| Jaime Winstone,16+
679,The DUFF,Comedy,Mae Whitman| Bella Thorne| Robbie Amell| Allison Janney,16+
680,The Age of Shadows,Action|Drama|Thriller,Byung-hun Lee| Yoo Gong| Kang-ho Song| Ji-min Han,16+
681,The Hunger Games: Mockingjay - Part 1,Action|Adventure|Sci-Fi,Jennifer Lawrence| Josh Hutcherson| Liam Hemsworth| Woody Harrelson,16+
682,We Need to Talk About Kevin,Drama|Mystery|Thriller,Tilda Swinton| John C. Reilly| Ezra Miller| Jasper Newell,16+
683,Love & Friendship,Comedy|Drama|Romance,Kate Beckinsale| Chloë Sevigny| Xavier Samuel|Emma Greenwell,16+
684,The Mortal Instruments: City of Bones,Action|Fantasy|Horror,Lily Collins| Jamie Campbell Bower| Robert Sheehan|Jemima West,16+
685,Seven Pounds,Drama|Romance,Will Smith| Rosario Dawson| Woody Harrelson|Michael Ealy,16+
686,The King's Speech,Biography|Drama,Colin Firth| Geoffrey Rush| Helena Bonham Carter|Derek Jacobi,16+
687,Hunger,Biography|Drama,Stuart Graham| Laine Megaw| Brian Milligan| Liam McMahon,16+
688,Jumper,Action|Adventure|Sci-Fi,Hayden Christensen| Samuel L. Jackson| Jamie Bell|Rachel Bilson,16+
689,Toy Story 3,Animation|Adventure|Comedy,Tom Hanks| Tim Allen| Joan Cusack| Ned Beatty,16+
690,Tinker Tailor Soldier Spy,Drama|Mystery|Thriller,Gary Oldman| Colin Firth| Tom Hardy| Mark Strong,16+
691,Resident Evil: Retribution,Action|Horror|Sci-Fi,Milla Jovovich| Sienna Guillory| Michelle Rodriguez| Aryana Engineer,16+
692,Dear Zindagi,Drama|Romance,Alia Bhatt| Shah Rukh Khan| Kunal Kapoor| Priyanka Moodley,16+
693,Genius,Biography|Drama,Colin Firth| Jude Law| Nicole Kidman| Laura Linney,16+
694,Pompeii,Action|Adventure|Drama,Kit Harington| Emily Browning| Kiefer Sutherland| Adewale Akinnuoye-Agbaje,16+
695,Life of Pi,Adventure|Drama|Fantasy,Suraj Sharma| Irrfan Khan| Adil Hussain| Tabu,16+
696,Hachi: A Dog's Tale,Drama|Family,Richard Gere| Joan Allen| Cary-Hiroyuki Tagawa|Sarah Roemer,16+
697,10 Years,Comedy|Drama|Romance,Channing Tatum| Rosario Dawson| Chris Pratt| Jenna Dewan Tatum,16+
698,I Origins,Drama|Romance|Sci-Fi,Michael Pitt| Steven Yeun| Astrid Bergès-Frisbey| Brit Marling,16+
699,Live Free or Die Hard,Action|Adventure|Thriller,Bruce Willis| Justin Long| Timothy Olyphant| Maggie Q,16+
700,The Matchbreaker,Comedy|Romance,Wesley Elder| Christina Grimmie| Osric Chau| Olan Rogers,16+
701,Funny Games,Crime|Drama|Horror,Naomi Watts| Tim Roth| Michael Pitt| Brady Corbet,16+
